chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'CM027514.1'	19716000	19747000	737	3.001460633679956e-09	2.6665780009445554e-09	3.269587193523607e-09
b'CM027514.1'	19747000	19778000	637	3.3165953229437407e-09	2.8846804135503138e-09	3.5667942567370403e-09
b'CM027514.1'	19778000	19809000	467	1.304871432494068e-09	9.631889002263283e-10	1.703657625450703e-09
b'CM027514.1'	19809000	19840000	354	8.295129855458797e-10	6.444930778178673e-10	1.0153375523910073e-09
b'CM027514.1'	19840000	19871000	635	2.632289259061269e-10	1.462511984016077e-10	4.0018008465291664e-10
b'CM027514.1'	19871000	19902000	305	8.814758122099161e-10	6.856723248970649e-10	1.1245588409158197e-09
b'CM027514.1'	19902000	19933000	258	7.737554246851003e-10	6.035508381491623e-10	1.0226678348130217e-09
b'CM027514.1'	19933000	19964000	275	1.0777296200797486e-09	8.088211967732355e-10	1.5115781049950925e-09
b'CM027514.1'	19964000	19995000	356	8.641264546236439e-10	6.791065468956316e-10	1.0499510214687713e-09
b'CM027514.1'	19995000	20026000	361	9.143252220761422e-10	7.18521734763291e-10	1.1574082507820458e-09
b'CM027514.1'	20026000	20057000	423	8.457681899173103e-10	6.60748282189298e-10	1.0315927567624379e-09
b'CM027514.1'	20057000	20088000	392	7.782663744082839e-10	6.080617878723459e-10	1.0271787845362054e-09
b'CM027514.1'	20088000	20119000	379	5.806545073775566e-10	3.2164780518074984e-10	8.018843293392669e-10
b'CM027514.1'	20119000	20150000	398	9.360262100177815e-10	7.149903731618275e-10	1.1913881832515067e-09
b'CM027514.1'	20150000	20181000	345	4.0983897846444177e-10	2.0777603708540866e-10	7.171147471828038e-10
b'CM027514.1'	20181000	20212000	376	1.5939098686767385e-09	1.2513388970868878e-09	2.10583695828486e-09
b'CM027514.1'	20212000	20243000	323	9.087267964786698e-10	7.129233091658187e-10	1.1518098251845735e-09
b'CM027514.1'	20243000	20274000	385	1.0771828669599582e-09	8.082744436534451e-10	1.5110313518753021e-09
b'CM027514.1'	20274000	20305000	397	1.8251386287187862e-09	1.4454500897759068e-09	2.2220362934527277e-09
b'CM027514.1'	20305000	20336000	364	1.4754686654642866e-09	1.236959783375414e-09	1.977970364049187e-09
b'CM027514.1'	20336000	20367000	396	1.0686178563662878e-09	7.997094330597747e-10	1.5024663412816317e-09
b'CM027514.1'	20367000	20398000	356	9.624204685665004e-10	7.413846317105465e-10	1.2177824418002257e-09
b'CM027514.1'	20398000	20429000	251	8.314008446095848e-10	6.463809368815725e-10	1.0172254114547123e-09
b'CM027514.1'	20429000	20460000	329	8.344330919879594e-10	5.718793021675295e-10	1.2248326990743814e-09
b'CM027514.1'	20460000	20491000	404	1.4422588525900326e-09	1.20374997050116e-09	1.944760551174933e-09
b'CM027514.1'	20491000	20522000	358	9.88487075096182e-10	7.501487648972552e-10	1.3949764283846452e-09
b'CM027514.1'	20522000	20553000	279	8.597184940802478e-10	6.746985863522354e-10	1.0455430609253753e-09
b'CM027514.1'	20553000	20584000	286	1.4569479651830585e-09	1.218439083094186e-09	1.9594496637679587e-09
b'CM027514.1'	20584000	20615000	252	7.632300724017664e-10	5.930254858658284e-10	1.012142482529688e-09
b'CM027514.1'	20615000	20646000	222	1.0825766148648793e-09	8.136681915583662e-10	1.5164250997802233e-09
b'CM027514.1'	20646000	20677000	157	1.1424372691517148e-09	8.502429740033412e-10	1.4142078030067903e-09
b'CM027514.1'	20677000	20708000	269	6.503728838067049e-10	3.8486198998016775e-10	9.068655581287442e-10
b'CM027514.1'	20708000	20739000	197	1.0637913175261664e-09	7.948828942196533e-10	1.4976398024415104e-09
b'CM027514.1'	20739000	20770000	239	9.780326682868691e-10	7.396943580879424e-10	1.3845220215753324e-09
b'CM027514.1'	20770000	20801000	229	8.429104257999854e-10	5.803566359795554e-10	1.2333100328864075e-09
b'CM027514.1'	20801000	20832000	207	8.598680116667475e-10	6.748481039387352e-10	1.045692578511875e-09
b'CM027514.1'	20832000	20863000	224	8.630525553293545e-10	6.004987655089246e-10	1.2534521624157766e-09
b'CM027514.1'	20863000	20894000	242	1.103816389119814e-09	8.349079658133008e-10	1.5376648740351579e-09
b'CM027514.1'	20894000	20925000	249	1.0046362751051793e-09	7.662979649062526e-10	1.4111256283936426e-09
b'CM027514.1'	20925000	20956000	253	1.459134149965023e-09	1.2206252678761505e-09	1.9616358485499236e-09
b'CM027514.1'	20956000	20987000	197	9.045618922893631e-10	6.835260554334092e-10	1.1599238655230884e-09
b'CM027514.1'	20987000	21018000	313	1.081489730202874e-09	8.12581306896361e-10	1.515338215118218e-09
b'CM027514.1'	21018000	21049000	236	1.03198868612037e-09	7.043110927278974e-10	1.4650335249971092e-09
b'CM027514.1'	21049000	21080000	228	9.849159570957672e-10	6.494107140637146e-10	1.3649019442158466e-09
b'CM027514.1'	21080000	21111000	247	9.959931062476287e-10	7.57654796048702e-10	1.402482459536092e-09
b'CM027514.1'	21111000	21142000	141	9.498843441857195e-10	7.288485073297655e-10	1.2052463174194447e-09
b'CM027514.1'	21142000	21173000	196	1.003460328591864e-09	6.757827351993915e-10	1.4365051674686032e-09
b'CM027514.1'	21173000	21204000	193	1.2341941724923086e-09	9.120238931490829e-10	1.8035754313004293e-09
b'CM027514.1'	21204000	21235000	200	9.21664954196576e-10	7.00629117340622e-10	1.1770269274303012e-09
b'CM027514.1'	21235000	21266000	204	1.0477782737060616e-09	7.788698503995485e-10	1.4816267586214055e-09
b'CM027514.1'	21266000	21297000	199	8.236773442777416e-10	5.611235544573117e-10	1.2140769513641638e-09
b'CM027514.1'	21297000	21328000	275	9.408497927964853e-10	7.198139559405313e-10	1.1962117660302105e-09
b'CM027514.1'	21328000	21359000	142	1.031242103248753e-09	7.035645098562805e-10	1.4642869421254922e-09
b'CM027514.1'	21359000	21390000	228	7.361477018762699e-10	5.659431153403318e-10	9.850601120041914e-10
b'CM027514.1'	21390000	21421000	253	8.429332465941288e-10	5.803794567736988e-10	1.2333328536805509e-09
b'CM027514.1'	21421000	21452000	238	4.783463010175518e-10	2.731204286103186e-10	8.806082802996106e-10
b'CM027514.1'	21452000	21483000	232	9.89916508155253e-10	7.515781979563263e-10	1.3964058614437163e-09
b'CM027514.1'	21483000	21514000	311	1.1359260117885022e-09	8.437317166401287e-10	1.4076965456435778e-09
b'CM027514.1'	21514000	21545000	494	1.9359240461083304e-09	1.518261622017971e-09	2.4254418557292506e-09
b'CM027514.1'	21545000	21576000	389	1.549162099959593e-09	1.1289144743719155e-09	2.0489165933034218e-09
b'CM027514.1'	21576000	21607000	363	2.975444019431334e-09	2.4897657274031653e-09	3.263233195254839e-09
b'CM027514.1'	21607000	21638000	387	4.775427252818046e-10	2.723168528745715e-10	8.798047045638635e-10
b'CM027514.1'	21638000	21669000	391	4.169347278706692e-10	2.1825589059968673e-10	6.630484753081067e-10
b'CM027514.1'	21669000	21700000	378	5.341820291938113e-10	3.127596820696219e-10	8.664801723624074e-10
b'CM027514.1'	21700000	21731000	493	1.8955140262956476e-09	1.5158254873527682e-09	2.292411691029589e-09
b'CM027514.1'	21731000	21762000	565	2.570250927026397e-09	2.0199895516725414e-09	2.9167195918954896e-09
b'CM027514.1'	21762000	21793000	516	1.0961970816948466e-09	8.272886583883335e-10	1.5300455666101905e-09
b'CM027514.1'	21793000	21824000	589	2.288551519796375e-09	1.7807039280388931e-09	2.6552042446444127e-09
b'CM027514.1'	21824000	21855000	566	2.2690256368393176e-09	1.631754256728713e-09	2.7228772819939746e-09
b'CM027514.1'	21855000	21886000	455	2.4455201255054806e-09	2.0433182814535504e-09	2.843535224162592e-09
b'CM027514.1'	21886000	21917000	400	9.075668469627609e-10	6.86531010106807e-10	1.1629288201964862e-09
b'CM027514.1'	21917000	21948000	315	1.1554596065144544e-09	8.632653113660809e-10	1.42723014036953e-09
b'CM027514.1'	21948000	21979000	327	1.139722008497237e-09	8.475277133488634e-10	1.4114925423523124e-09
b'CM027514.1'	21979000	22010000	354	1.872414534681703e-09	1.4927259957388238e-09	2.2693121994156446e-09
b'CM027514.1'	22010000	22041000	492	1.9877315496963546e-09	1.6524455562827625e-09	2.4084488051745635e-09
b'CM027514.1'	22041000	22072000	472	8.593490833429894e-10	5.967952935225594e-10	1.2497486904294115e-09
b'CM027514.1'	22072000	22103000	514	8.568042904923688e-10	6.717843827643564e-10	1.0426288573374963e-09
b'CM027514.1'	22103000	22134000	621	8.908157838648118e-10	6.950122965519607e-10	1.1338988125707155e-09
b'CM027514.1'	22134000	22165000	635	3.1971507865798574e-09	2.8114120678353802e-09	3.4483555324734313e-09
b'CM027514.1'	22165000	22196000	611	7.791980067246395e-10	6.089934201887014e-10	1.0281104168525611e-09
b'CM027514.1'	22196000	22227000	574	1.4666022908721467e-09	9.569473781551076e-10	2.0351531417156544e-09
b'CM027514.1'	22227000	22258000	559	1.214099827877308e-09	8.664018130530476e-10	1.6054753654112968e-09
b'CM027514.1'	22258000	22289000	579	1.0483894098435262e-09	7.794809865370131e-10	1.48223789475887e-09
b'CM027514.1'	22289000	22320000	549	1.6092003476242441e-09	1.2666293760343935e-09	2.1211274372323656e-09
b'CM027514.1'	22320000	22351000	678	2.572317095714809e-09	2.0220557203609534e-09	2.9187857605839016e-09
b'CM027514.1'	22351000	22382000	565	1.8750513402845983e-09	1.5949868658951574e-09	2.250881246369799e-09
b'CM027514.1'	22382000	22413000	631	3.337247417210983e-09	3.0975427277800747e-09	3.546174914735752e-09
b'CM027514.1'	22413000	22444000	764	3.0041997201894587e-09	2.669317087454058e-09	3.27232628003311e-09
b'CM027514.1'	22444000	22475000	582	2.622074149009213e-09	2.1381489824036542e-09	2.8735777780432463e-09
b'CM027514.1'	22475000	22506000	619	1.5726930777993254e-09	1.2301221062094748e-09	2.0846201674074467e-09
b'CM027514.1'	22506000	22537000	626	2.3063568236539415e-09	1.7985092318964595e-09	2.673009548501979e-09
b'CM027514.1'	22537000	22568000	566	1.4686253537220407e-09	1.2301164716331681e-09	1.9711270523069413e-09
b'CM027514.1'	22568000	22599000	570	1.9355285546512765e-09	1.5178661305609171e-09	2.4250463642721967e-09
b'CM027514.1'	22599000	22630000	360	1.4660148401767903e-09	9.563599274597512e-10	2.034565691020298e-09
b'CM027514.1'	22630000	22661000	483	1.9117368569179188e-09	1.6316723825284778e-09	2.2875667630031196e-09
b'CM027514.1'	22661000	22692000	518	4.833803553691854e-10	2.781544829619522e-10	8.856423346512442e-10
b'CM027514.1'	22692000	22723000	654	2.497607821850712e-09	2.01793988314869e-09	2.8762892025478995e-09
b'CM027514.1'	22723000	22754000	551	9.314313170951099e-10	5.959260740630573e-10	1.3114173042151893e-09
b'CM027514.1'	22754000	22785000	605	1.95752845053912e-09	1.5398660264487605e-09	2.44704626016004e-09
b'CM027514.1'	22785000	22816000	531	2.3738205846928947e-09	1.874159072527378e-09	2.730639325913516e-09
b'CM027514.1'	22816000	22847000	633	2.6239468730384604e-09	2.1400217064329017e-09	2.8754505020724938e-09
b'CM027514.1'	22847000	22878000	661	3.4544047691305574e-09	3.254285992025539e-09	3.618881545773443e-09
b'CM027514.1'	22878000	22909000	538	3.1457912931396264e-09	2.873280989927667e-09	3.3408101830654173e-09
b'CM027514.1'	22909000	22940000	607	2.131911815663146e-09	1.7268556548282857e-09	2.5022168578486386e-09
b'CM027514.1'	22940000	22971000	579	1.8578484829254897e-09	1.4781599439826103e-09	2.254746147659431e-09
b'CM027514.1'	22971000	23002000	626	1.52240286381544e-09	1.027813463824632e-09	1.9495502479454064e-09
b'CM027514.1'	23002000	23033000	540	1.0939168350385755e-09	8.250084117320624e-10	1.5277653199539194e-09
b'CM027514.1'	23033000	23064000	615	2.2064111062850535e-09	1.8833442219293707e-09	2.5326263444406228e-09
b'CM027514.1'	23064000	23095000	509	1.7747314162206278e-09	1.4343393933189245e-09	2.2422041378642302e-09
b'CM027514.1'	23095000	23126000	536	1.6032818101358651e-09	1.2607108385460145e-09	2.1152088997439866e-09
b'CM027514.1'	23126000	23157000	593	2.5348723609169497e-09	2.077061199713924e-09	2.8543833174981754e-09
b'CM027514.1'	23157000	23188000	674	2.922789974929286e-09	2.6071867369412146e-09	3.179735017949382e-09
b'CM027514.1'	23188000	23219000	746	3.1425613821923528e-09	2.8700510789803935e-09	3.3375802721181437e-09
b'CM027514.1'	23219000	23250000	710	3.497495631141576e-09	3.2973768540365577e-09	3.6619724077844614e-09
b'CM027514.1'	23250000	23281000	723	3.5240375153974875e-09	3.3239187382924693e-09	3.688514292040373e-09
b'CM027514.1'	23281000	23312000	715	3.3436691650344717e-09	3.1039644756035634e-09	3.5525966625592405e-09
b'CM027514.1'	23312000	23343000	736	3.395700463681859e-09	3.1955816865768405e-09	3.560177240324744e-09
b'CM027514.1'	23343000	23374000	719	3.1313806119715193e-09	2.85887030875956e-09	3.3263995018973102e-09
b'CM027514.1'	23374000	23405000	780	3.075791491131367e-09	2.768202559028891e-09	3.2686006764156707e-09
b'CM027514.1'	23405000	23436000	758	2.9879056731710017e-09	2.653023040435601e-09	3.256032233014653e-09
b'CM027514.1'	23436000	23467000	841	3.4184798729655107e-09	3.2183610958604925e-09	3.582956649608396e-09
b'CM027514.1'	23467000	23498000	812	3.451351157686227e-09	3.2512323805812085e-09	3.615827934329112e-09
b'CM027514.1'	23498000	23529000	862	3.4839336943276763e-09	3.283814917222658e-09	3.6484104709705617e-09
b'CM027514.1'	23529000	23560000	922	3.4559835424124437e-09	3.2558647653074254e-09	3.620460319055329e-09
b'CM027514.1'	23560000	23591000	938	3.5643421121587787e-09	3.3642233350537604e-09	3.728818888801664e-09
b'CM027514.1'	23591000	23622000	839	3.429653193911572e-09	3.229534416806554e-09	3.5941299705544575e-09
b'CM027514.1'	23622000	23653000	784	3.3951057041246474e-09	3.194986927019629e-09	3.5595824807675327e-09
b'CM027514.1'	23653000	23684000	788	3.161420296328312e-09	2.763024357867063e-09	3.419869141986378e-09
b'CM027514.1'	23684000	23715000	678	3.1319786823175182e-09	2.859468379105559e-09	3.326997572243309e-09
b'CM027514.1'	23715000	23746000	643	3.408091090719668e-09	3.2079723136146496e-09	3.5725678673625533e-09
b'CM027514.1'	23746000	23777000	801	3.472322758049361e-09	3.2722039809443428e-09	3.6367995346922464e-09
b'CM027514.1'	23777000	23808000	776	3.106520695506469e-09	2.798931763403993e-09	3.2993298807907726e-09
b'CM027514.1'	23808000	23839000	835	3.1064692600378033e-09	2.798880327935327e-09	3.299278445322107e-09
b'CM027514.1'	23839000	23870000	703	3.0226824242816686e-09	2.5438019778732433e-09	3.272023416579344e-09
b'CM027514.1'	23870000	23901000	781	3.4554762822731917e-09	3.2553575051681734e-09	3.619953058916077e-09
b'CM027514.1'	23901000	23932000	819	3.4129664636944074e-09	3.212847686589389e-09	3.5774432403372928e-09
b'CM027514.1'	23932000	23963000	917	3.4964126484806416e-09	3.2962938713756234e-09	3.660889425123527e-09
b'CM027514.1'	23963000	23994000	931	3.5168772251894375e-09	3.3167584480844192e-09	3.681354001832323e-09
b'CM027514.1'	23994000	24025000	882	3.4636153835378215e-09	3.263496606432803e-09	3.628092160180707e-09
b'CM027514.1'	24025000	24056000	851	3.468030911598446e-09	3.267912134493428e-09	3.6325076882413315e-09
b'CM027514.1'	24056000	24087000	820	3.457006103178003e-09	3.2568873260729847e-09	3.6214828798208883e-09
b'CM027514.1'	24087000	24118000	949	3.4600243601277798e-09	3.2599055830227615e-09	3.624501136770665e-09
b'CM027514.1'	24118000	24149000	1085	3.5578334561296137e-09	3.3577146790245954e-09	3.722310232772499e-09
b'CM027514.1'	24149000	24180000	960	3.5120001968203044e-09	3.311881419715286e-09	3.67647697346319e-09
b'CM027514.1'	24180000	24211000	961	3.560726021347916e-09	3.3606072442428978e-09	3.7252027979908014e-09
b'CM027514.1'	24211000	24242000	832	3.101308213287672e-09	2.793719281185196e-09	3.2941173985719754e-09
b'CM027514.1'	24242000	24273000	809	3.4802117765180655e-09	3.2800929994130472e-09	3.644688553160951e-09
b'CM027514.1'	24273000	24304000	564	2.542430182264432e-09	2.0846190210614063e-09	2.8619411388456577e-09
b'CM027514.1'	24304000	24335000	736	1.7533927173703548e-09	1.4130006944686515e-09	2.2208654390139572e-09
b'CM027514.1'	24335000	24366000	699	2.3783948532516424e-09	1.8787333410861255e-09	2.735213594472264e-09
b'CM027514.1'	24366000	24397000	733	3.0749777465443436e-09	2.7673888144418674e-09	3.267786931828647e-09
b'CM027514.1'	24397000	24428000	858	3.27312559718493e-09	3.024359911356385e-09	3.478186343346153e-09
b'CM027514.1'	24428000	24459000	776	3.4724946825814057e-09	3.2723759054763875e-09	3.636971459224291e-09
b'CM027514.1'	24459000	24490000	836	3.4168311001492573e-09	3.216712323044239e-09	3.5813078767921427e-09
b'CM027514.1'	24490000	24521000	697	3.2419916181651638e-09	2.8429741713036146e-09	3.4619648133797703e-09
b'CM027514.1'	24521000	24552000	669	3.4026438972243174e-09	3.202525120119299e-09	3.567120673867203e-09
b'CM027514.1'	24552000	24583000	902	3.4782664516204033e-09	3.278147674515385e-09	3.6427432282632887e-09
b'CM027514.1'	24583000	24614000	812	3.4917796725421416e-09	3.2916608954371233e-09	3.656256449185027e-09
b'CM027514.1'	24614000	24645000	807	3.0863751369458553e-09	2.778786204843379e-09	3.279184322230159e-09
b'CM027514.1'	24645000	24676000	876	3.527591174191211e-09	3.327472397086193e-09	3.6920679508340965e-09
b'CM027514.1'	24676000	24707000	494	9.377799821355863e-10	7.167441452796323e-10	1.1931419553693115e-09
b'CM027514.1'	24707000	24738000	833	3.0882378103662827e-09	2.7806488782638065e-09	3.281046995650586e-09
b'CM027514.1'	24738000	24769000	757	2.4129124290383946e-09	1.9334327230990828e-09	2.705895255926672e-09
b'CM027514.1'	24769000	24800000	790	3.436501442276385e-09	3.2363826651713667e-09	3.6009782189192704e-09
b'CM027514.1'	24800000	24831000	848	3.466442324192654e-09	3.266323547087636e-09	3.6309191008355395e-09
b'CM027514.1'	24831000	24862000	884	3.5141855539050718e-09	3.3140667768000535e-09	3.678662330547957e-09
b'CM027514.1'	24862000	24893000	926	3.2747139481058087e-09	3.0259482622772638e-09	3.4797746942670317e-09
b'CM027514.1'	24893000	24924000	884	3.40787659890321e-09	3.2077578217981917e-09	3.5723533755460953e-09
b'CM027514.1'	24924000	24955000	806	3.447815826473292e-09	3.2476970493682736e-09	3.6122926031161773e-09
b'CM027514.1'	24955000	24986000	821	3.104580691519358e-09	2.7969917594168818e-09	3.2973898768036614e-09
b'CM027514.1'	24986000	25017000	860	2.1876891573425184e-09	1.8646222729868356e-09	2.5139043954980876e-09
b'CM027514.1'	25017000	25048000	827	3.0857075400353155e-09	2.7781186079328394e-09	3.278516725319619e-09
b'CM027514.1'	25048000	25079000	666	3.532095265851906e-09	3.3319764887468877e-09	3.6965720424947914e-09
b'CM027514.1'	25079000	25110000	808	3.421182777283263e-09	3.2210640001782447e-09	3.5856595539261483e-09
b'CM027514.1'	25110000	25141000	742	3.478853525417929e-09	3.2787347483129107e-09	3.6433303020608144e-09
b'CM027514.1'	25141000	25172000	725	3.450343850197582e-09	3.2502250730925636e-09	3.6148206268404673e-09
b'CM027514.1'	25172000	25203000	767	3.0964934986932207e-09	2.7889045665907445e-09	3.289302683977524e-09
b'CM027514.1'	25203000	25234000	780	3.432104241796549e-09	3.2319854646915308e-09	3.5965810184394344e-09
b'CM027514.1'	25234000	25265000	815	3.4131289288299156e-09	3.2130101517248973e-09	3.577605705472801e-09
b'CM027514.1'	25265000	25296000	794	3.414474173259815e-09	3.2143553961547966e-09	3.5789509499027002e-09
b'CM027514.1'	25296000	25327000	723	3.1352056372033743e-09	2.862695333991415e-09	3.3302245271291653e-09
b'CM027514.1'	25327000	25358000	845	3.3622017688972082e-09	3.1057779644849435e-09	3.610267847686785e-09
b'CM027514.1'	25358000	25389000	739	3.4149343729012993e-09	3.214815595796281e-09	3.5794111495441847e-09
b'CM027514.1'	25389000	25420000	885	3.4339761381285993e-09	3.233857361023581e-09	3.5984529147714847e-09
b'CM027514.1'	25420000	25451000	881	3.475608834163568e-09	3.2754900570585496e-09	3.640085610806453e-09
b'CM027514.1'	25451000	25482000	847	3.5004074698803206e-09	3.3002886927753024e-09	3.664884246523206e-09
b'CM027514.1'	25482000	25513000	717	3.134664441479049e-09	2.8621541382670896e-09	3.32968333140484e-09
b'CM027514.1'	25513000	25544000	819	3.434115545985051e-09	3.2339967688800327e-09	3.5985923226279363e-09
b'CM027514.1'	25544000	25575000	835	3.438398878979083e-09	3.2382801018740647e-09	3.6028756556219683e-09
b'CM027514.1'	25575000	25606000	850	3.5252875746497415e-09	3.3251687975447233e-09	3.689764351292627e-09
b'CM027514.1'	25606000	25637000	826	3.3469529945420014e-09	3.107248305111093e-09	3.55588049206677e-09
b'CM027514.1'	25637000	25668000	568	2.9956992478705386e-09	2.51002095584237e-09	3.2834884236940436e-09
b'CM027514.1'	25668000	25699000	890	3.204191297179268e-09	2.818452578434791e-09	3.455396043072842e-09
b'CM027514.1'	25699000	25730000	711	3.437321453713614e-09	3.2372026766085958e-09	3.6017982303564994e-09
b'CM027514.1'	25730000	25761000	783	3.420939316064914e-09	3.2208205389598956e-09	3.5854160927077993e-09
b'CM027514.1'	25761000	25792000	654	3.1614548231256695e-09	2.7630588846644203e-09	3.4199036687837353e-09
b'CM027514.1'	25792000	25823000	633	3.4293235339422867e-09	3.2292047568372684e-09	3.593800310585172e-09
b'CM027514.1'	25823000	25854000	667	1.8672073142522295e-09	1.4875187753093501e-09	2.264104978986171e-09
b'CM027514.1'	25854000	25885000	596	1.990481750996788e-09	1.6551957575831958e-09	2.4111990064749967e-09
b'CM027514.1'	25885000	25916000	700	3.002110612464447e-09	2.6672279797290464e-09	3.2702371723080983e-09
b'CM027514.1'	25916000	25947000	642	1.9499783149513233e-09	1.532315890860964e-09	2.4394961245722435e-09
b'CM027514.1'	25947000	25978000	607	2.2991158920904206e-09	1.7912683003329386e-09	2.665768616938458e-09
b'CM027514.1'	25978000	26009000	586	1.2315842658667524e-09	9.094139865235266e-10	1.800965524674873e-09
b'CM027514.1'	26009000	26040000	512	2.1747510972907933e-09	1.8516842129351105e-09	2.5009663354463626e-09
b'CM027514.1'	26040000	26071000	544	1.879963797049821e-09	1.5998993226603798e-09	2.2557937031350216e-09
b'CM027514.1'	26071000	26102000	487	1.048245132037596e-09	7.205675386451236e-10	1.4812899709143353e-09
b'CM027514.1'	26102000	26133000	604	2.5131409878360227e-09	2.1608012582214525e-09	2.7710966668754348e-09
b'CM027514.1'	26133000	26164000	611	2.2993770896772755e-09	1.7915294979197935e-09	2.666029814525313e-09
b'CM027514.1'	26164000	26195000	596	3.1399390009876147e-09	2.8674286977756554e-09	3.3349578909134057e-09
b'CM027514.1'	26195000	26226000	771	2.6465647210018017e-09	2.276618869271466e-09	2.8577892366578295e-09
b'CM027514.1'	26226000	26257000	711	3.3360581345814737e-09	3.0963534451505654e-09	3.5449856321062425e-09
b'CM027514.1'	26257000	26288000	668	2.4854742539137734e-09	2.0058063152117516e-09	2.864155634610961e-09
b'CM027514.1'	26288000	26319000	757	3.4147554720643092e-09	3.214636694959291e-09	3.5792322487071946e-09
b'CM027514.1'	26319000	26350000	829	3.12958001584086e-09	2.857069712628901e-09	3.324598905766651e-09
b'CM027514.1'	26350000	26381000	948	3.240053979027187e-09	2.841036532165638e-09	3.4600271742417935e-09
b'CM027514.1'	26381000	26412000	728	2.2750870147667982e-09	1.7672394230093162e-09	2.641739739614836e-09
b'CM027514.1'	26412000	26443000	804	3.3646505701755077e-09	3.108226765763243e-09	3.6127166489650846e-09
b'CM027514.1'	26443000	26474000	763	1.996544337358044e-09	1.6612583439444519e-09	2.417261592836253e-09
b'CM027514.1'	26474000	26505000	826	3.3966196805402606e-09	3.1965009034352424e-09	3.561096457183146e-09
b'CM027514.1'	26505000	26536000	944	3.33586681828653e-09	3.0961621288556216e-09	3.5447943158112988e-09
b'CM027514.1'	26536000	26567000	880	3.1041758293476103e-09	2.796586897245134e-09	3.2969850146319138e-09
b'CM027514.1'	26567000	26598000	837	3.206645537610576e-09	2.820906818866099e-09	3.45785028350415e-09
b'CM027514.1'	26598000	26629000	909	3.0787428228506507e-09	2.7711538907481746e-09	3.2715520081349542e-09
b'CM027514.1'	26629000	26660000	842	2.1680265538170363e-09	1.7433489607254205e-09	2.555234031009711e-09
b'CM027514.1'	26660000	26691000	671	2.75121521496914e-09	2.416766840418707e-09	2.9685765328027044e-09
b'CM027514.1'	26691000	26722000	789	3.343202816785239e-09	3.1034981273543307e-09	3.5521303143100078e-09
b'CM027514.1'	26722000	26753000	932	3.423219503599956e-09	3.223100726494938e-09	3.5876962802428415e-09
b'CM027514.1'	26753000	26784000	974	3.4105261758729897e-09	3.2104073987679714e-09	3.575002952515875e-09
b'CM027514.1'	26784000	26815000	937	3.4802991576935686e-09	3.2801803805885504e-09	3.644775934336454e-09
b'CM027514.1'	26815000	26846000	754	3.1537248890145076e-09	2.8812145858025483e-09	3.3487437789402985e-09
b'CM027514.1'	26846000	26877000	908	3.453619520975599e-09	3.2535007438705807e-09	3.6180962976184844e-09
b'CM027514.1'	26877000	26908000	1002	3.5261091232389077e-09	3.3259903461338895e-09	3.690585899881793e-09
b'CM027514.1'	26908000	26939000	953	3.43812148217566e-09	3.2380027050706418e-09	3.6025982588185454e-09
b'CM027514.1'	26939000	26970000	848	3.476159962254256e-09	3.276041185149238e-09	3.6406367388971415e-09
b'CM027514.1'	26970000	27001000	857	3.503792869658158e-09	3.3036740925531395e-09	3.668269646301043e-09
b'CM027514.1'	27001000	27032000	956	3.3725990645999337e-09	3.116175260187669e-09	3.6206651433895106e-09
b'CM027514.1'	27032000	27063000	982	3.071804355491374e-09	2.764215423388898e-09	3.2646135407756775e-09
b'CM027514.1'	27063000	27094000	1115	3.606820596486537e-09	3.4067018193815188e-09	3.7712973731294224e-09
b'CM027514.1'	27094000	27125000	963	3.484661713133591e-09	3.284542936028573e-09	3.6491384897764765e-09
b'CM027514.1'	27125000	27156000	990	3.0723213115120752e-09	2.764732379409599e-09	3.2651304967963787e-09
b'CM027514.1'	27156000	27187000	871	3.4560667851019617e-09	3.2559480079969434e-09	3.620543561744847e-09
b'CM027514.1'	27187000	27218000	1134	3.6628670479934866e-09	3.4627482708884683e-09	3.827343824636372e-09
b'CM027514.1'	27218000	27249000	985	3.4974878271394334e-09	3.297369050034415e-09	3.6619646037823188e-09
b'CM027514.1'	27249000	27280000	940	2.917732272086312e-09	2.6021290340982407e-09	3.174677315106408e-09
b'CM027514.1'	27280000	27311000	1032	3.601764194310587e-09	3.401645417205569e-09	3.766240970953473e-09
b'CM027514.1'	27311000	27342000	1051	3.599551168490951e-09	3.3994323913859327e-09	3.764027945133837e-09
b'CM027514.1'	27342000	27373000	952	3.495356506857379e-09	3.2952377297523606e-09	3.6598332835002643e-09
b'CM027514.1'	27373000	27404000	662	3.4763394543035302e-09	3.276220677198512e-09	3.6408162309464156e-09
b'CM027514.1'	27404000	27435000	791	3.410022108280069e-09	3.2099033311750506e-09	3.5744988849229542e-09
b'CM027514.1'	27435000	27466000	711	3.4487284217541183e-09	3.2486096446491e-09	3.6132051983970037e-09
b'CM027514.1'	27466000	27497000	676	3.0898584414778413e-09	2.782269509375365e-09	3.2826676267621448e-09
b'CM027514.1'	27497000	27528000	781	3.448842407482379e-09	3.248723630377361e-09	3.6133191841252644e-09
b'CM027514.1'	27528000	27559000	742	3.4041841234653184e-09	3.2040653463603e-09	3.5686609001082037e-09
b'CM027514.1'	27559000	27590000	886	3.4759677000196584e-09	3.27584892291464e-09	3.6404444766625438e-09
b'CM027514.1'	27590000	27621000	770	3.3957451593304923e-09	3.195626382225474e-09	3.5602219359733777e-09
