chrom	start	end	nSites	recombRate
b'CM027511.1'	34808000	34846000	940	3.2050156193688625e-09
b'CM027511.1'	34846000	34884000	933	3.0621963497988223e-09
b'CM027511.1'	34884000	34922000	864	3.00285755532746e-09
b'CM027511.1'	34922000	34960000	934	3.058459533439667e-09
b'CM027511.1'	34960000	34998000	959	3.201710269734213e-09
b'CM027511.1'	34998000	35036000	1005	3.1144484008702027e-09
b'CM027511.1'	35036000	35074000	967	2.9995189795624773e-09
b'CM027511.1'	35074000	35112000	1053	3.2061514564079426e-09
b'CM027511.1'	35112000	35150000	1195	3.2987856712922107e-09
b'CM027511.1'	35150000	35188000	1164	3.2259115445597073e-09
b'CM027511.1'	35188000	35226000	926	3.2467076731170953e-09
b'CM027511.1'	35226000	35264000	1096	3.212863371220178e-09
b'CM027511.1'	35264000	35302000	750	1.807006542568031e-09
b'CM027511.1'	35302000	35340000	846	1.1909099714614028e-09
b'CM027511.1'	35340000	35378000	744	8.713081193917345e-10
b'CM027511.1'	35378000	35416000	815	2.2264631590420146e-09
b'CM027511.1'	35416000	35454000	717	3.069102300482506e-09
b'CM027511.1'	35454000	35492000	1067	3.300099581471084e-09
b'CM027511.1'	35492000	35530000	909	3.0547568891504986e-09
b'CM027511.1'	35530000	35568000	1005	2.9386839450440078e-09
b'CM027511.1'	35568000	35606000	863	3.129081614341823e-09
b'CM027511.1'	35606000	35644000	915	2.6447317787732054e-09
b'CM027511.1'	35644000	35682000	941	3.1826838760262846e-09
b'CM027511.1'	35682000	35720000	946	3.0674662978515762e-09
b'CM027511.1'	35720000	35758000	860	3.0376853979792253e-09
b'CM027511.1'	35758000	35796000	949	3.27358252813108e-09
b'CM027511.1'	35796000	35834000	900	2.9810749299538067e-09
b'CM027511.1'	35834000	35872000	901	3.1619891994967465e-09
b'CM027511.1'	35872000	35910000	728	3.0566040728090984e-09
b'CM027511.1'	35910000	35948000	791	2.928944905097743e-09
b'CM027511.1'	35948000	35986000	854	3.12594310481358e-09
b'CM027511.1'	35986000	36024000	704	2.84253284477005e-09
b'CM027511.1'	36024000	36062000	612	2.5506166953612003e-09
b'CM027511.1'	36062000	36100000	783	3.107731401632329e-09
b'CM027511.1'	36100000	36138000	896	2.5343959586658983e-09
b'CM027511.1'	36138000	36176000	748	2.8985853266422916e-09
b'CM027511.1'	36176000	36214000	712	1.9403455162476843e-09
b'CM027511.1'	36214000	36252000	777	2.6602333648468455e-09
b'CM027511.1'	36252000	36290000	730	2.823261097964465e-09
b'CM027511.1'	36290000	36328000	524	2.0602770516634264e-09
b'CM027511.1'	36328000	36366000	710	2.0232004444094874e-09
b'CM027511.1'	36366000	36404000	500	1.2693215106837206e-09
b'CM027511.1'	36404000	36442000	722	2.0865443178136474e-09
b'CM027511.1'	36442000	36480000	707	1.7946286413746246e-09
b'CM027511.1'	36480000	36518000	858	3.097452584871219e-09
b'CM027511.1'	36518000	36556000	819	2.6181650636013866e-09
b'CM027511.1'	36556000	36594000	651	2.002431452495912e-09
b'CM027511.1'	36594000	36632000	645	1.4976373040195165e-09
b'CM027511.1'	36632000	36670000	616	2.221995367815527e-09
b'CM027511.1'	36670000	36708000	778	2.3554645560006236e-09
b'CM027511.1'	36708000	36746000	829	2.7855412813066805e-09
b'CM027511.1'	36746000	36784000	676	3.091626069574768e-09
b'CM027511.1'	36784000	36822000	805	3.1014586393042848e-09
b'CM027511.1'	36822000	36860000	785	2.4837496992777602e-09
b'CM027511.1'	36860000	36898000	626	2.1085024149930467e-09
b'CM027511.1'	36898000	36936000	582	2.189728479412244e-09
b'CM027511.1'	36936000	36974000	649	2.281039915933386e-09
b'CM027511.1'	36974000	37012000	556	8.320253739412625e-10
b'CM027511.1'	37012000	37050000	411	1.2111181394028402e-09
b'CM027511.1'	37050000	37088000	729	1.4969240655206896e-09
b'CM027511.1'	37088000	37126000	623	2.4294987003546027e-09
b'CM027511.1'	37126000	37164000	788	2.5002303920141216e-09
b'CM027511.1'	37164000	37202000	808	2.322992162207592e-09
b'CM027511.1'	37202000	37240000	917	3.0524229012976567e-09
b'CM027511.1'	37240000	37278000	836	1.3371551979719286e-09
b'CM027511.1'	37278000	37316000	655	2.5311920019378712e-09
b'CM027511.1'	37316000	37354000	738	2.748773671152718e-09
b'CM027511.1'	37354000	37392000	771	2.199992308941967e-09
b'CM027511.1'	37392000	37430000	863	2.7886614632541348e-09
b'CM027511.1'	37430000	37468000	835	2.6990727010846847e-09
b'CM027511.1'	37468000	37506000	820	9.500448253699826e-10
b'CM027511.1'	37506000	37544000	820	1.456460063147457e-09
b'CM027511.1'	37544000	37582000	693	1.868086841502315e-09
b'CM027511.1'	37582000	37620000	700	1.991350892757134e-09
b'CM027511.1'	37620000	37658000	662	2.0297388975377415e-09
b'CM027511.1'	37658000	37696000	779	3.010512690216808e-09
b'CM027511.1'	37696000	37734000	851	2.0677724114331557e-09
b'CM027511.1'	37734000	37772000	966	2.2706669190555127e-09
b'CM027511.1'	37772000	37810000	714	1.4865893791987878e-09
b'CM027511.1'	37810000	37848000	973	2.924197352218698e-09
b'CM027511.1'	37848000	37886000	1033	3.161971581370698e-09
b'CM027511.1'	37886000	37924000	946	2.683290289176377e-09
b'CM027511.1'	37924000	37962000	1001	2.8093784876079895e-09
b'CM027511.1'	37962000	38000000	1072	1.8428606558424346e-09
b'CM027511.1'	38000000	38038000	780	1.7036301963314495e-09
b'CM027511.1'	38038000	38076000	521	2.0547649430593467e-09
b'CM027511.1'	38076000	38114000	526	2.2115412861729705e-09
b'CM027511.1'	38114000	38152000	429	2.0157373352698236e-09
b'CM027511.1'	38152000	38190000	494	1.1438790934293869e-09
b'CM027511.1'	38190000	38228000	425	1.3531227480068173e-09
b'CM027511.1'	38228000	38266000	401	1.972057507581972e-09
b'CM027511.1'	38266000	38304000	536	1.3600277231902335e-09
b'CM027511.1'	38304000	38342000	399	1.5615550080660513e-09
b'CM027511.1'	38342000	38380000	452	1.6551951706507124e-09
b'CM027511.1'	38380000	38418000	493	8.373542658586826e-10
b'CM027511.1'	38418000	38456000	391	1.4900108429259185e-09
b'CM027511.1'	38456000	38494000	364	1.0106498191889387e-09
b'CM027511.1'	38494000	38532000	284	6.941601085796685e-10
b'CM027511.1'	38532000	38570000	277	8.011250136100847e-10
b'CM027511.1'	38570000	38608000	300	1.2733024977159654e-09
b'CM027511.1'	38608000	38646000	305	1.0863643070951108e-09
b'CM027511.1'	38646000	38684000	262	1.342854159218212e-09
b'CM027511.1'	38684000	38722000	264	7.505498179384245e-10
b'CM027511.1'	38722000	38760000	320	5.60639898774505e-10
b'CM027511.1'	38760000	38798000	354	1.3925652094556796e-09
b'CM027511.1'	38798000	38836000	479	1.539929866864418e-09
b'CM027511.1'	38836000	38874000	400	1.6023264260464022e-09
b'CM027511.1'	38874000	38912000	357	1.6639015068456792e-09
b'CM027511.1'	38912000	38950000	369	5.399084488409328e-10
b'CM027511.1'	38950000	38988000	397	8.10588016541179e-10
b'CM027511.1'	38988000	39026000	393	6.697519094549458e-10
b'CM027511.1'	39026000	39064000	344	1.481422922856262e-09
b'CM027511.1'	39064000	39102000	401	7.617866350837346e-10
b'CM027511.1'	39102000	39140000	396	1.3505720512914548e-09
b'CM027511.1'	39140000	39178000	390	9.124988251235507e-10
b'CM027511.1'	39178000	39216000	483	1.1880147457878245e-09
b'CM027511.1'	39216000	39254000	472	1.2283612003787882e-09
b'CM027511.1'	39254000	39292000	504	1.23986004280815e-09
b'CM027511.1'	39292000	39330000	454	1.7873272657452686e-09
b'CM027511.1'	39330000	39368000	396	1.0610839516097537e-09
b'CM027511.1'	39368000	39406000	531	1.1994331833466292e-09
b'CM027511.1'	39406000	39444000	459	2.0201525381636926e-09
b'CM027511.1'	39444000	39482000	425	1.876815795262203e-09
b'CM027511.1'	39482000	39520000	379	9.250180408330231e-10
b'CM027511.1'	39520000	39558000	346	7.947466016469772e-10
b'CM027511.1'	39558000	39596000	375	8.482532643051951e-10
b'CM027511.1'	39596000	39634000	286	8.63116163748959e-10
b'CM027511.1'	39634000	39672000	317	9.10494319876309e-10
b'CM027511.1'	39672000	39710000	361	7.580042953787491e-10
b'CM027511.1'	39710000	39748000	395	5.365792142300296e-10
b'CM027511.1'	39748000	39786000	336	6.359508842971814e-10
b'CM027511.1'	39786000	39824000	325	1.3387388487551535e-09
b'CM027511.1'	39824000	39862000	301	1.8064116721585166e-09
b'CM027511.1'	39862000	39900000	420	6.834831694668427e-10
b'CM027511.1'	39900000	39938000	337	8.626658964738375e-10
b'CM027511.1'	39938000	39976000	466	2.1433897631611474e-09
b'CM027511.1'	39976000	40014000	430	3.2506781713612433e-10
b'CM027511.1'	40014000	40052000	504	1.1679066700859856e-09
b'CM027511.1'	40052000	40090000	507	9.666717249040564e-10
b'CM027511.1'	40090000	40128000	522	7.308087668221886e-10
b'CM027511.1'	40128000	40166000	400	1.3803140789561648e-09
b'CM027511.1'	40166000	40204000	436	5.196757455897299e-10
b'CM027511.1'	40204000	40242000	468	2.337045810277687e-09
b'CM027511.1'	40242000	40280000	695	2.8616520588064896e-09
b'CM027511.1'	40280000	40318000	786	1.4176695019230073e-09
b'CM027511.1'	40318000	40356000	786	7.189142851327016e-10
b'CM027511.1'	40356000	40394000	782	1.428855533933164e-09
b'CM027511.1'	40394000	40432000	695	1.5255463962416595e-09
b'CM027511.1'	40432000	40470000	737	1.2487405242763017e-09
b'CM027511.1'	40470000	40508000	789	2.711634188472428e-09
b'CM027511.1'	40508000	40546000	775	2.146486799147702e-09
b'CM027511.1'	40546000	40584000	722	2.582650468761096e-09
b'CM027511.1'	40584000	40622000	599	1.714918563492805e-09
b'CM027511.1'	40622000	40660000	632	1.196120620922121e-09
b'CM027511.1'	40660000	40698000	732	2.7718561358528975e-09
b'CM027511.1'	40698000	40736000	534	1.2136965344136853e-09
b'CM027511.1'	40736000	40774000	668	2.986024204463985e-09
b'CM027511.1'	40774000	40812000	726	2.718881032158784e-09
b'CM027511.1'	40812000	40850000	786	2.8977611767190783e-09
b'CM027511.1'	40850000	40888000	913	3.1413135600027375e-09
b'CM027511.1'	40888000	40926000	840	3.158441216340945e-09
b'CM027511.1'	40926000	40964000	906	2.97997196431769e-09
b'CM027511.1'	40964000	41002000	788	2.9412104316163606e-09
b'CM027511.1'	41002000	41040000	736	1.8486216648178722e-09
b'CM027511.1'	41040000	41078000	861	2.4608733903008406e-09
b'CM027511.1'	41078000	41116000	733	2.736383280599823e-09
b'CM027511.1'	41116000	41154000	771	1.7897256070551705e-09
b'CM027511.1'	41154000	41192000	668	1.5126383106527083e-09
b'CM027511.1'	41192000	41230000	762	2.297182553486036e-09
b'CM027511.1'	41230000	41268000	672	2.1843427719943784e-09
b'CM027511.1'	41268000	41306000	568	2.3231476510381554e-09
b'CM027511.1'	41306000	41344000	627	2.613954449718226e-09
b'CM027511.1'	41344000	41382000	824	2.846670976027252e-09
b'CM027511.1'	41382000	41420000	646	2.1750897085451584e-09
b'CM027511.1'	41420000	41458000	785	2.674193424012461e-09
b'CM027511.1'	41458000	41496000	775	1.205902228152799e-09
b'CM027511.1'	41496000	41534000	598	1.6363950930049117e-09
b'CM027511.1'	41534000	41572000	775	1.7932540358646956e-09
b'CM027511.1'	41572000	41610000	790	1.7699699936413766e-09
b'CM027511.1'	41610000	41648000	927	2.920618862509067e-09
b'CM027511.1'	41648000	41686000	1132	2.9968412608880028e-09
b'CM027511.1'	41686000	41724000	1000	1.4353854736045353e-09
b'CM027511.1'	41724000	41762000	999	2.4063825365542632e-09
b'CM027511.1'	41762000	41800000	1138	2.7102275762075e-09
b'CM027511.1'	41800000	41838000	1089	2.9639760065325785e-09
b'CM027511.1'	41838000	41876000	1026	2.649360143255894e-09
b'CM027511.1'	41876000	41914000	776	2.6835650846457525e-09
b'CM027511.1'	41914000	41952000	1084	3.1046325033270815e-09
b'CM027511.1'	41952000	41990000	1121	3.2265066588442888e-09
b'CM027511.1'	41990000	42028000	1184	3.3733666278872082e-09
b'CM027511.1'	42028000	42066000	1256	3.2523245445378137e-09
b'CM027511.1'	42066000	42104000	1293	3.273329962243564e-09
b'CM027511.1'	42104000	42142000	1259	3.3175083001288714e-09
b'CM027511.1'	42142000	42180000	1308	3.4144710166256326e-09
b'CM027511.1'	42180000	42218000	1258	3.3606406652421923e-09
b'CM027511.1'	42218000	42256000	1392	3.355846288350294e-09
b'CM027511.1'	42256000	42294000	1485	3.4019847314403515e-09
b'CM027511.1'	42294000	42332000	1417	3.445604491960198e-09
b'CM027511.1'	42332000	42370000	1450	3.3923329544271324e-09
b'CM027511.1'	42370000	42408000	1250	3.2972899042149297e-09
b'CM027511.1'	42408000	42446000	1401	3.373526018718843e-09
b'CM027511.1'	42446000	42484000	1518	3.4157191839985794e-09
b'CM027511.1'	42484000	42522000	1505	3.456330738177469e-09
b'CM027511.1'	42522000	42560000	1425	3.4375888358203653e-09
b'CM027511.1'	42560000	42598000	1429	3.3818567910057864e-09
b'CM027511.1'	42598000	42636000	1424	3.304381850283006e-09
b'CM027511.1'	42636000	42674000	1366	3.359911936981538e-09
b'CM027511.1'	42674000	42712000	1530	3.374191014295335e-09
b'CM027511.1'	42712000	42750000	1463	3.395474656501706e-09
b'CM027511.1'	42750000	42788000	1524	3.340538738148102e-09
b'CM027511.1'	42788000	42826000	1480	3.392696195254121e-09
b'CM027511.1'	42826000	42864000	1479	3.376246541162644e-09
b'CM027511.1'	42864000	42902000	1495	3.4410072252436223e-09
b'CM027511.1'	42902000	42940000	1344	3.398120567955328e-09
b'CM027511.1'	42940000	42978000	1131	3.279704649569286e-09
b'CM027511.1'	42978000	43016000	1172	3.2660112271435335e-09
b'CM027511.1'	43016000	43054000	1150	3.2820395833617817e-09
b'CM027511.1'	43054000	43092000	1296	3.2825192930086216e-09
b'CM027511.1'	43092000	43130000	1456	3.3572335088523226e-09
b'CM027511.1'	43130000	43168000	1306	3.315646572648098e-09
b'CM027511.1'	43168000	43206000	1397	3.3516516371987884e-09
b'CM027511.1'	43206000	43244000	1467	3.4130525801150346e-09
b'CM027511.1'	43244000	43282000	1464	3.368577926633232e-09
b'CM027511.1'	43282000	43320000	1334	3.471950093737984e-09
b'CM027511.1'	43320000	43358000	1378	3.4192678766091215e-09
b'CM027511.1'	43358000	43396000	1297	3.4887867553902473e-09
b'CM027511.1'	43396000	43434000	1309	3.4131665658432953e-09
b'CM027511.1'	43434000	43472000	1255	3.382178765215386e-09
b'CM027511.1'	43472000	43510000	1258	3.346173464179782e-09
b'CM027511.1'	43510000	43548000	1491	3.3786170659346067e-09
b'CM027511.1'	43548000	43586000	1341	3.3468605710956777e-09
b'CM027511.1'	43586000	43624000	1216	3.3278503766043176e-09
b'CM027511.1'	43624000	43662000	1188	3.3072324394291793e-09
b'CM027511.1'	43662000	43700000	1264	3.3342439827231115e-09
b'CM027511.1'	43700000	43738000	1166	3.2333784374579854e-09
b'CM027511.1'	43738000	43776000	1032	2.8106666209313016e-09
b'CM027511.1'	43776000	43814000	885	3.1235350971828427e-09
b'CM027511.1'	43814000	43852000	1210	3.264031138963601e-09
b'CM027511.1'	43852000	43890000	1142	3.07445005207177e-09
b'CM027511.1'	43890000	43928000	1023	1.3690422324830567e-09
b'CM027511.1'	43928000	43966000	1124	2.565302231119911e-09
b'CM027511.1'	43966000	44004000	870	2.983011859637043e-09
b'CM027511.1'	44004000	44042000	819	2.4259552104121553e-09
b'CM027511.1'	44042000	44080000	844	3.071808515589046e-09
b'CM027511.1'	44080000	44118000	928	3.085535873599872e-09
b'CM027511.1'	44118000	44156000	921	2.9854818263150923e-09
b'CM027511.1'	44156000	44194000	1054	3.142841725513155e-09
b'CM027511.1'	44194000	44232000	835	2.4250961198429866e-09
b'CM027511.1'	44232000	44270000	694	3.031313193745095e-09
b'CM027511.1'	44270000	44308000	663	2.722538034859665e-09
b'CM027511.1'	44308000	44346000	797	3.1188113110375953e-09
b'CM027511.1'	44346000	44384000	843	1.9669472755276085e-09
b'CM027511.1'	44384000	44422000	699	2.1398722569985604e-09
b'CM027511.1'	44422000	44460000	606	1.6964001652444059e-09
b'CM027511.1'	44460000	44498000	778	2.3305854562920847e-09
b'CM027511.1'	44498000	44536000	884	2.9068902038312174e-09
b'CM027511.1'	44536000	44574000	1004	3.1492517673334306e-09
b'CM027511.1'	44574000	44612000	1165	3.3530731480132607e-09
b'CM027511.1'	44612000	44650000	1041	3.169712442041155e-09
b'CM027511.1'	44650000	44688000	1095	3.2747260509298456e-09
b'CM027511.1'	44688000	44726000	934	2.9362020358778313e-09
b'CM027511.1'	44726000	44764000	905	3.074995504524537e-09
b'CM027511.1'	44764000	44802000	961	3.175859157910355e-09
b'CM027511.1'	44802000	44840000	782	3.0987727619002973e-09
b'CM027511.1'	44840000	44878000	886	3.0411701214206917e-09
b'CM027511.1'	44878000	44916000	968	3.1259390845700522e-09
b'CM027511.1'	44916000	44954000	916	2.925371263328836e-09
b'CM027511.1'	44954000	44992000	1179	3.39603276089734e-09
b'CM027511.1'	44992000	45030000	1068	3.220371767220759e-09
b'CM027511.1'	45030000	45068000	980	3.164613827308162e-09
b'CM027511.1'	45068000	45106000	1245	3.148771939444134e-09
b'CM027511.1'	45106000	45144000	1032	3.2131016297704326e-09
b'CM027511.1'	45144000	45182000	876	3.059190626549456e-09
b'CM027511.1'	45182000	45220000	813	3.066410510955684e-09
b'CM027511.1'	45220000	45258000	1058	3.247597920573605e-09
b'CM027511.1'	45258000	45296000	1017	3.2150594883685056e-09
b'CM027511.1'	45296000	45334000	966	3.124512134602572e-09
b'CM027511.1'	45334000	45372000	1123	3.324188289477798e-09
b'CM027511.1'	45372000	45410000	946	3.2123957223039215e-09
b'CM027511.1'	45410000	45448000	781	1.5745179581549125e-09
b'CM027511.1'	45448000	45486000	680	2.922040373323539e-09
b'CM027511.1'	45486000	45524000	915	3.1803121688297546e-09
b'CM027511.1'	45524000	45562000	803	3.091189518424624e-09
b'CM027511.1'	45562000	45600000	967	3.1161795886787774e-09
b'CM027511.1'	45600000	45638000	751	1.987962773402793e-09
b'CM027511.1'	45638000	45676000	812	3.0682133536930197e-09
b'CM027511.1'	45676000	45714000	735	2.9888861448860018e-09
b'CM027511.1'	45714000	45752000	844	2.6627403414138424e-09
b'CM027511.1'	45752000	45790000	776	2.8653980980772677e-09
b'CM027511.1'	45790000	45828000	831	2.822299550306564e-09
b'CM027511.1'	45828000	45866000	615	3.0783609213271907e-09
b'CM027511.1'	45866000	45904000	551	1.5326026183075047e-09
b'CM027511.1'	45904000	45942000	670	2.350242200536692e-09
b'CM027511.1'	45942000	45980000	777	2.7246571761686796e-09
b'CM027511.1'	45980000	46018000	574	2.366867267312687e-09
b'CM027511.1'	46018000	46056000	519	1.8291276813149155e-09
b'CM027511.1'	46056000	46094000	632	2.7030640934531194e-09
b'CM027511.1'	46094000	46132000	657	1.386464046492924e-09
b'CM027511.1'	46132000	46170000	785	3.0337619950233943e-09
b'CM027511.1'	46170000	46208000	843	2.825324665318829e-09
b'CM027511.1'	46208000	46246000	676	1.353739441539747e-09
b'CM027511.1'	46246000	46284000	761	2.779399649863119e-09
b'CM027511.1'	46284000	46322000	732	2.7602392874517468e-09
b'CM027511.1'	46322000	46360000	557	2.143827940145071e-09
b'CM027511.1'	46360000	46398000	682	2.5144561419799463e-09
b'CM027511.1'	46398000	46436000	753	2.9165241262334746e-09
b'CM027511.1'	46436000	46474000	803	2.070531687842141e-09
b'CM027511.1'	46474000	46512000	845	1.205134243396519e-09
b'CM027511.1'	46512000	46550000	687	1.2344501548078891e-09
b'CM027511.1'	46550000	46588000	679	2.8034065340897948e-09
b'CM027511.1'	46588000	46626000	895	2.2851162063857327e-09
b'CM027511.1'	46626000	46664000	703	1.3292329533728907e-09
b'CM027511.1'	46664000	46702000	765	1.144121135738256e-09
b'CM027511.1'	46702000	46740000	941	3.039874538822607e-09
b'CM027511.1'	46740000	46778000	670	2.8489719742346744e-09
b'CM027511.1'	46778000	46816000	742	1.9420076504615454e-09
b'CM027511.1'	46816000	46854000	646	1.4633493416447457e-09
b'CM027511.1'	46854000	46892000	694	2.3077455068706017e-09
b'CM027511.1'	46892000	46930000	926	1.9934822130391887e-09
b'CM027511.1'	46930000	46968000	769	3.024893337800913e-09
b'CM027511.1'	46968000	47006000	804	2.711089327231945e-09
b'CM027511.1'	47006000	47044000	779	2.202548799537708e-09
b'CM027511.1'	47044000	47082000	738	2.227428313094845e-09
b'CM027511.1'	47082000	47120000	775	2.4858093055098247e-09
b'CM027511.1'	47120000	47158000	854	2.9277455718594138e-09
b'CM027511.1'	47158000	47196000	868	2.7659308881051007e-09
b'CM027511.1'	47196000	47234000	820	2.8946367380431833e-09
b'CM027511.1'	47234000	47272000	854	3.0196152310186465e-09
b'CM027511.1'	47272000	47310000	875	3.2082183345510945e-09
b'CM027511.1'	47310000	47348000	1169	3.336171216524898e-09
b'CM027511.1'	47348000	47386000	846	3.079799459055428e-09
b'CM027511.1'	47386000	47424000	938	2.947117588268282e-09
b'CM027511.1'	47424000	47462000	1039	3.1006458406569147e-09
b'CM027511.1'	47462000	47500000	1033	2.9797034356985193e-09
b'CM027511.1'	47500000	47538000	865	3.1933420145884946e-09
b'CM027511.1'	47538000	47576000	811	3.0496341529563386e-09
b'CM027511.1'	47576000	47614000	738	1.611227333898949e-09
b'CM027511.1'	47614000	47652000	650	2.8903439456526148e-09
b'CM027511.1'	47652000	47690000	686	2.723337708594341e-09
b'CM027511.1'	47690000	47728000	653	2.3780861116045784e-09
b'CM027511.1'	47728000	47766000	841	2.9751659996650346e-09
b'CM027511.1'	47766000	47804000	847	2.918160601834231e-09
b'CM027511.1'	47804000	47842000	739	2.6342706321438606e-09
b'CM027511.1'	47842000	47880000	870	3.0378300085037716e-09
b'CM027511.1'	47880000	47918000	1019	2.902423713271754e-09
b'CM027511.1'	47918000	47956000	988	1.2613008883607065e-09
b'CM027511.1'	47956000	47994000	930	2.8598377465508533e-09
b'CM027511.1'	47994000	48032000	703	2.4772684163773216e-09
b'CM027511.1'	48032000	48070000	650	2.2412680014395377e-09
b'CM027511.1'	48070000	48108000	650	2.56067753215338e-09
b'CM027511.1'	48108000	48146000	744	1.7946530953927013e-09
b'CM027511.1'	48146000	48184000	570	2.1885245347181033e-09
b'CM027511.1'	48184000	48222000	647	2.268875486715248e-09
b'CM027511.1'	48222000	48260000	634	2.852017663434406e-09
b'CM027511.1'	48260000	48298000	582	2.4426992290995923e-09
b'CM027511.1'	48298000	48336000	669	1.3059837668087613e-09
b'CM027511.1'	48336000	48374000	653	1.8014598332650587e-09
b'CM027511.1'	48374000	48412000	637	1.2206535658386643e-09
b'CM027511.1'	48412000	48450000	738	2.979220769990262e-09
b'CM027511.1'	48450000	48488000	745	2.531649304639166e-09
b'CM027511.1'	48488000	48526000	663	1.1820796247948931e-09
b'CM027511.1'	48526000	48564000	694	1.29100442810576e-09
b'CM027511.1'	48564000	48602000	683	1.4028401833369467e-09
b'CM027511.1'	48602000	48640000	662	1.897451409684618e-09
b'CM027511.1'	48640000	48678000	634	6.171582559261527e-10
b'CM027511.1'	48678000	48716000	625	2.212451191437907e-09
b'CM027511.1'	48716000	48754000	573	7.544087787553527e-10
b'CM027511.1'	48754000	48792000	660	1.1422997289352175e-09
b'CM027511.1'	48792000	48830000	545	6.780392867602797e-10
b'CM027511.1'	48830000	48868000	519	8.129284486079112e-10
b'CM027511.1'	48868000	48906000	526	1.7057989477412038e-09
b'CM027511.1'	48906000	48944000	515	4.1229243962627333e-10
b'CM027511.1'	48944000	48982000	545	1.1858374291901129e-09
b'CM027511.1'	48982000	49020000	365	1.3567922252868808e-09
b'CM027511.1'	49020000	49058000	559	1.1002472721789565e-09
b'CM027511.1'	49058000	49096000	459	1.1677015194236075e-09
b'CM027511.1'	49096000	49134000	575	9.792714046053145e-10
b'CM027511.1'	49134000	49172000	590	1.7705094637648495e-09
b'CM027511.1'	49172000	49210000	695	1.708897380466778e-09
b'CM027511.1'	49210000	49248000	635	1.529498354750784e-09
b'CM027511.1'	49248000	49286000	563	1.8651794368556966e-09
b'CM027511.1'	49286000	49324000	773	2.3716264670737164e-09
b'CM027511.1'	49324000	49362000	879	2.687855571308415e-09
b'CM027511.1'	49362000	49400000	878	2.9373885989308367e-09
b'CM027511.1'	49400000	49438000	866	2.8839735150553346e-09
b'CM027511.1'	49438000	49476000	743	2.521009138930375e-09
b'CM027511.1'	49476000	49514000	732	2.3652552679004675e-09
b'CM027511.1'	49514000	49552000	804	2.483725104846766e-09
b'CM027511.1'	49552000	49590000	745	2.975894373198319e-09
b'CM027511.1'	49590000	49628000	723	2.8361414852579335e-09
b'CM027511.1'	49628000	49666000	653	1.7640985572966095e-09
b'CM027511.1'	49666000	49704000	629	1.679383331648743e-09
b'CM027511.1'	49704000	49742000	474	2.1728404709731577e-09
b'CM027511.1'	49742000	49780000	693	2.5535676132318854e-09
b'CM027511.1'	49780000	49818000	586	2.087155217466199e-09
b'CM027511.1'	49818000	49856000	470	9.416324657879147e-10
b'CM027511.1'	49856000	49894000	525	6.268930391439766e-10
b'CM027511.1'	49894000	49932000	592	1.9037529640508694e-09
b'CM027511.1'	49932000	49970000	459	1.0046018948923134e-09
b'CM027511.1'	49970000	50008000	454	1.5749902185269804e-09
b'CM027511.1'	50008000	50046000	674	2.0709819551172627e-09
b'CM027511.1'	50046000	50084000	716	2.409631484537066e-09
b'CM027511.1'	50084000	50122000	785	2.223137412583584e-09
b'CM027511.1'	50122000	50160000	949	2.99649788479374e-09
b'CM027511.1'	50160000	50198000	704	2.004415413116302e-09
b'CM027511.1'	50198000	50236000	661	1.0559775328746183e-09
b'CM027511.1'	50236000	50274000	673	2.1051172517001236e-09
b'CM027511.1'	50274000	50312000	685	3.075716783510419e-09
b'CM027511.1'	50312000	50350000	595	1.2024190418632695e-09
b'CM027511.1'	50350000	50388000	651	2.7923610332394286e-09
b'CM027511.1'	50388000	50426000	584	2.111283241089766e-09
b'CM027511.1'	50426000	50464000	460	1.1350499883086724e-09
b'CM027511.1'	50464000	50502000	543	2.309196046208194e-09
b'CM027511.1'	50502000	50540000	568	1.7259292567199795e-09
b'CM027511.1'	50540000	50578000	770	2.911451170113586e-09
b'CM027511.1'	50578000	50616000	805	2.165521233342686e-09
b'CM027511.1'	50616000	50654000	798	3.0862150582711686e-09
b'CM027511.1'	50654000	50692000	646	1.798479502583269e-09
b'CM027511.1'	50692000	50730000	714	3.1146231632212086e-09
b'CM027511.1'	50730000	50768000	703	2.97767806065767e-09
b'CM027511.1'	50768000	50806000	534	2.5573510171189813e-09
b'CM027511.1'	50806000	50844000	946	3.2397552531479278e-09
b'CM027511.1'	50844000	50882000	892	3.206475440739306e-09
b'CM027511.1'	50882000	50920000	758	3.056415712575572e-09
b'CM027511.1'	50920000	50958000	677	2.3366601625051533e-09
b'CM027511.1'	50958000	50996000	747	2.432093767551843e-09
b'CM027511.1'	50996000	51034000	712	3.1096215073027114e-09
b'CM027511.1'	51034000	51072000	844	2.7465542602404206e-09
b'CM027511.1'	51072000	51110000	798	1.5673071784178507e-09
b'CM027511.1'	51110000	51148000	686	2.1264606950289716e-09
b'CM027511.1'	51148000	51186000	769	1.428769453424685e-09
b'CM027511.1'	51186000	51224000	705	2.53153981212426e-09
b'CM027511.1'	51224000	51262000	800	2.6894217517686624e-09
b'CM027511.1'	51262000	51300000	637	2.7731352827495002e-09
b'CM027511.1'	51300000	51338000	613	9.86988439420746e-10
b'CM027511.1'	51338000	51376000	651	1.8427687371126558e-09
b'CM027511.1'	51376000	51414000	741	1.837234088540267e-09
b'CM027511.1'	51414000	51452000	715	1.3549060807387977e-09
b'CM027511.1'	51452000	51490000	703	1.5223879332988482e-09
b'CM027511.1'	51490000	51528000	726	1.7807089176670517e-09
